produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg,data_inicial,data_final
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,22.94,2025-11-03,2025-11-07
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,22.94,2025-11-24,2025-11-28
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,233.0,2025-07-21,2025-07-25
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,233.0,2025-07-28,2025-08-01
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,233.0,2025-07-14,2025-07-18
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,233.0,2025-07-07,2025-07-11
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,233.0,2025-06-30,2025-07-04
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,233.0,2025-11-24,2025-11-28
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,233.0,2025-11-03,2025-11-07
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,233.0,2025-11-10,2025-11-14
IMUNIT                   ,SC 75 + 75 G/L ALFA-,13419,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,233.0,2025-11-17,2025-11-21
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,80000.0,2025-07-14,2025-07-18
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,80000.0,2025-06-30,2025-07-04
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,80000.0,2025-07-07,2025-07-11
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,80000.0,2025-07-28,2025-08-01
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,80000.0,2025-07-21,2025-07-25
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,80000.0,2025-11-17,2025-11-21
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,80000.0,2025-11-10,2025-11-14
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,80000.0,2025-11-24,2025-11-28
LAVADOR DE MAQUINAS      ,NÃO INFORMADO       ,4401,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,80000.0,2025-11-03,2025-11-07
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
M2                       ,NÃO INFORMADO       ,7407,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,117.0,2025-07-07,2025-07-11
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,117.0,2025-07-21,2025-07-25
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,117.0,2025-07-14,2025-07-18
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,117.0,2025-06-30,2025-07-04
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,117.0,2025-07-28,2025-08-01
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,117.0,2025-11-17,2025-11-21
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,117.0,2025-11-10,2025-11-14
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,117.0,2025-11-03,2025-11-07
MODDUS                   ,CE 250 G/L TRINEXAPA,10907,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,117.0,2025-11-24,2025-11-28
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,125000.0,2025-07-14,2025-07-18
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,125000.0,2025-07-28,2025-08-01
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,125000.0,2025-07-21,2025-07-25
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,125000.0,2025-06-30,2025-07-04
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,125000.0,2025-07-07,2025-07-11
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,125000.0,2025-11-10,2025-11-14
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,125000.0,2025-11-17,2025-11-21
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,125000.0,2025-11-24,2025-11-28
MOTOBOMBA                ,ELÉTRICA 250        ,11398,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,125000.0,2025-11-03,2025-11-07
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,5.58,2025-07-07,2025-07-11
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,5.58,2025-07-14,2025-07-18
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,5.58,2025-07-21,2025-07-25
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,5.58,2025-07-28,2025-08-01
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,5.58,2025-06-30,2025-07-04
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,5.8,2025-11-10,2025-11-14
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,5.8,2025-11-24,2025-11-28
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,5.8,2025-11-17,2025-11-21
OLEO DIESEL              ,NÃO INFORMADO       ,4422,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,5.8,2025-11-03,2025-11-07
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
OPERADOR DE COLHEITADEIRA,NÃO INFORMADO       ,9254,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,375000.0,2025-07-07,2025-07-11
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,375000.0,2025-07-14,2025-07-18
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,375000.0,2025-07-28,2025-08-01
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,375000.0,2025-06-30,2025-07-04
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,375000.0,2025-07-21,2025-07-25
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,375000.0,2025-11-24,2025-11-28
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,375000.0,2025-11-10,2025-11-14
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,375000.0,2025-11-03,2025-11-07
PLANTADEIRA E ADUBADEIRA ,"27 LINHAS, PLANTIO D",11397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,375000.0,2025-11-17,2025-11-21
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,2090000.0,2025-07-07,2025-07-11
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,2090000.0,2025-07-21,2025-07-25
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,2090000.0,2025-07-28,2025-08-01
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,2090000.0,2025-06-30,2025-07-04
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,2090000.0,2025-07-14,2025-07-18
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,2090000.0,2025-11-24,2025-11-28
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,2090000.0,2025-11-10,2025-11-14
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,2090000.0,2025-11-03,2025-11-07
PULVERIZADOR AUTOMOTRIZ  ,248 JOHN DEERE 4730 ,10091,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,2090000.0,2025-11-17,2025-11-21
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
SALARIO MINIMO           ,NÃO INFORMADO       ,5467,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,3.8,2025-06-30,2025-07-04
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,3.8,2025-07-21,2025-07-25
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,3.8,2025-07-14,2025-07-18
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,3.8,2025-07-28,2025-08-01
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,3.8,2025-07-07,2025-07-11
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,3.8,2025-11-17,2025-11-21
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,3.8,2025-11-24,2025-11-28
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,3.8,2025-11-03,2025-11-07
SEMENTE DE TRIGO         ,BIOTRIGO GENETICA TB,13415,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,3.8,2025-11-10,2025-11-14
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,52.5,2025-07-28,2025-08-01
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,52.5,2025-06-30,2025-07-04
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,52.5,2025-07-07,2025-07-11
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,52.5,2025-07-14,2025-07-18
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,52.5,2025-07-21,2025-07-25
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,52.5,2025-11-03,2025-11-07
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,52.5,2025-11-10,2025-11-14
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,52.5,2025-11-17,2025-11-21
SUPPORT                  ,500 G/L TIOFANATO-ME,10540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,52.5,2025-11-24,2025-11-28
